ds,yhat,yhat_lower,yhat_upper
2018-01-02 19:00:00,8686.890210697233,7930.704517632367,9428.693858331224
2018-01-02 19:30:00,8497.83814387862,7757.7884933188725,9178.158309260623
2018-01-02 20:00:00,8299.942607479517,7578.517942079578,9043.352380785844
2018-01-02 20:30:00,8099.868549686524,7400.2151624405205,8819.578200246018
2018-01-02 21:00:00,7901.610391910093,7155.848535048904,8685.347754042168
2018-01-02 21:30:00,7706.029579726338,6941.221338157249,8378.64578296062
2018-01-02 22:00:00,7511.069909086611,6713.016976538381,8281.057820525626
2018-01-02 22:30:00,7312.660706191842,6593.030969892237,8088.457523854439
2018-01-02 23:00:00,7106.171638116054,6406.531858432186,7859.418978207532
2018-01-02 23:30:00,6888.152296759699,6113.157378426954,7597.604035914842
2018-01-03 00:00:00,6658.0058160578465,5891.608522271386,7346.0451470267835
2018-01-03 00:30:00,6419.23129303004,5700.890804955773,7166.299755371423
2018-01-03 01:00:00,6179.93284526264,5409.9253135909,6906.538106636195
2018-01-03 01:30:00,5952.424657091338,5175.258074783779,6714.259799708632
2018-01-03 02:00:00,5751.936223236467,4981.606442235214,6513.219517398427
2018-01-03 02:30:00,5594.604301074384,4900.60302267128,6282.838499310192
2018-01-03 03:00:00,5495.0889787666565,4721.01695028331,6238.335855495389
2018-01-03 03:30:00,5464.237863819401,4701.0213235033225,6238.2667433391925
2018-01-03 04:00:00,5507.225281430108,4766.5686822855,6219.64730821573
2018-01-03 04:30:00,5622.511157906394,4935.83926229215,6357.274140930656
2018-01-03 05:00:00,5801.813949626679,5048.83231078559,6566.021339200097
2018-01-03 05:30:00,6031.105032831007,5280.730064384426,6748.784119109238
2018-01-03 06:00:00,6292.447152628457,5598.406326642758,7027.589766124266
2018-01-03 06:30:00,6566.354124069619,5918.596248508292,7291.803643176293
2018-01-03 07:00:00,6834.270595351062,6079.7972643525345,7523.446651720086
2018-01-03 07:30:00,7080.771543329424,6340.126886406679,7822.970353429972
2018-01-03 08:00:00,7295.156130674861,6561.833275159231,8034.963986171662
2018-01-03 08:30:00,7472.23925009551,6722.507001008382,8183.733476077322
2018-01-03 09:00:00,7612.296450534652,6845.4770649333705,8318.603996036218
2018-01-03 09:30:00,7720.261659916953,7006.78511594682,8466.080952002205
2018-01-03 10:00:00,7804.385058259412,7108.088678189528,8555.775620871791
2018-01-03 10:30:00,7874.614294942939,7118.8466511279485,8641.215767337026
2018-01-03 11:00:00,7940.963044773728,7169.61154746243,8662.136110001831
2018-01-03 11:30:00,8012.086155814524,7263.060960449516,8774.731529637793
2018-01-03 12:00:00,8094.208371193959,7331.657146253538,8846.63060630042
2018-01-03 12:30:00,8190.474680232519,7408.643804893893,8824.255386453398
2018-01-03 13:00:00,8300.722754665821,7545.767429822031,9040.338050930293
2018-01-03 13:30:00,8421.632455051204,7708.189904399174,9180.295694841097
2018-01-03 14:00:00,8547.185916521252,7753.3480123514255,9296.802911202634
2018-01-03 14:30:00,8669.36823007497,7930.476545737468,9433.14453995408
2018-01-03 15:00:00,8779.042716160337,8012.974179630624,9560.228045783682
2018-01-03 15:30:00,8866.935725726127,8078.102754769039,9560.282507299708
2018-01-03 16:00:00,8924.657464187756,8154.809589126635,9645.294170130688
2018-01-03 16:30:00,8945.667890716755,8250.31124911445,9721.069901437002
2018-01-03 17:00:00,8926.077465456186,8285.351888826895,9736.171034131725
2018-01-03 17:30:00,8865.162963268427,8166.334056700887,9561.958432075964
2018-01-03 18:00:00,8765.490530867992,8054.238858788092,9504.381791965365
2018-01-03 18:30:00,8632.578996609598,7906.6242156874,9382.168508336954
2018-01-03 19:00:00,8474.10544542583,7723.925307266661,9208.33492641551
2018-01-03 19:30:00,8298.742054649038,7619.028980074262,9073.724865722403
2018-01-03 20:00:00,8114.799933094334,7406.793880966076,8945.107162316825
2018-01-03 20:30:00,7928.920084092828,7173.487504804334,8670.338909063916
2018-01-03 21:00:00,7745.07337528387,7008.786609402954,8481.240962975005
2018-01-03 21:30:00,7564.0981312681715,6870.654882372213,8315.886681597704
2018-01-03 22:00:00,7383.9154988475075,6638.338105349254,8115.877942680586
2018-01-03 22:30:00,7200.432663052754,6492.346191927257,7957.19328405954
2018-01-03 23:00:00,7008.9976913122755,6256.989941607657,7774.420799961034
2018-01-03 23:30:00,6806.139147900222,6015.168067392108,7540.0304582128365
2018-01-04 00:00:00,6591.239738810583,5884.103101323588,7340.0019004903825
2018-01-04 00:30:00,6367.77876219942,5555.3125344479595,7085.983945011349
2018-01-04 01:00:00,6143.841173432601,5374.545227319771,6892.252310112673
2018-01-04 01:30:00,5931.722664165578,5200.7710273240045,6680.922553501326
2018-01-04 02:00:00,5746.634917024758,5032.739807872148,6498.7338701642975
2018-01-04 02:30:00,5604.697570650059,4882.057716499394,6309.089294088516
2018-01-04 03:00:00,5520.554297644495,4823.929210384186,6239.058986031414
2018-01-04 03:30:00,5505.0370000588555,4757.797490695643,6238.836504407177
2018-01-04 04:00:00,5563.305011751343,4827.715370869743,6256.199479980815
2018-01-04 04:30:00,5693.803982997077,4968.029831078588,6428.929719964603
2018-01-04 05:00:00,5888.23880787777,5158.1405614659925,6587.327813316865
2018-01-04 05:30:00,6132.568009878422,5432.027531790248,6881.457646516794
2018-01-04 06:00:00,6408.84218378315,5642.563542023871,7140.445869504042
2018-01-04 06:30:00,6697.563687524126,5959.929685193073,7392.6634322492555
2018-01-04 07:00:00,6980.166393548724,6220.433835740427,7667.416285727047
2018-01-04 07:30:00,7241.215169858798,6487.176927825388,7966.074787887898
2018-01-04 08:00:00,7469.999720981926,6740.697685761486,8228.966704017861
2018-01-04 08:30:00,7661.326113676168,6967.751326789918,8375.575502222124
2018-01-04 09:00:00,7815.461682375556,7097.671324152762,8573.034386663854
2018-01-04 09:30:00,7937.332729868696,7202.758766616348,8612.996201042633
2018-01-04 10:00:00,8035.182376137708,7294.236414102081,8754.55138592169
2018-01-04 10:30:00,8118.95175004601,7425.387890273228,8891.093552079945
2018-01-04 11:00:00,8198.648518376547,7455.408721350755,8951.026055854018
2018-01-04 11:30:00,8282.922005275866,7513.314843857527,9017.003621464282
2018-01-04 12:00:00,8377.991884568297,7612.153696108099,9074.116499567115
2018-01-04 12:30:00,8486.998500583846,7723.418149324005,9174.406358576287
2018-01-04 13:00:00,8609.775273030904,7884.868540285053,9331.638582895948
2018-01-04 13:30:00,8742.998171587358,7979.219746205255,9480.392268343483
2018-01-04 14:00:00,8880.645769320701,8161.283755878129,9661.693591916217
2018-01-04 14:30:00,9014.69989122121,8294.243368828034,9709.162475374036
2018-01-04 15:00:00,9136.020855118755,8406.550445405897,9866.990602687703
2018-01-04 15:30:00,9235.332239766729,8570.462854527505,9950.968944528895
2018-01-04 16:00:00,9304.24167620139,8538.821930614806,10027.70274131642
2018-01-04 16:30:00,9336.206714731537,8646.029885443824,10089.326957040255
2018-01-04 17:00:00,9327.335540256965,8559.478818332711,10031.232352538991
2018-01-04 17:30:00,9276.90275484729,8523.262522320065,10014.948780621213
2018-01-04 18:00:00,9187.472404355067,8447.726159172842,9958.20160005231
2018-01-04 18:30:00,9064.561258823147,8340.591176460423,9797.528888116205
2018-01-04 19:00:00,8915.844358894907,8211.571153580333,9694.191416165762
2018-01-04 19:30:00,8749.991824339577,7997.120584912023,9495.157703272711
2018-01-04 20:00:00,8575.312667456914,7836.644145971639,9321.480223930637
2018-01-04 20:30:00,8398.44573146399,7684.437922099076,9130.29681202766
2018-01-04 21:00:00,8223.359637440992,7485.49104822327,8982.77852338372
2018-01-04 21:30:00,8050.890355983197,7349.124674419044,8776.159936334188
2018-01-04 22:00:00,7878.956552877004,7139.701116500415,8569.519128476444
2018-01-04 22:30:00,7703.462787626592,6975.009929144207,8394.867771605948
2018-01-04 23:00:00,7519.754342309325,6782.660145409526,8275.938498260071
2018-01-04 23:30:00,7324.356822272403,6591.57707744938,8036.6770366434575
2018-01-05 00:00:00,7116.649807847998,6374.557928321563,7888.605018239437
2018-01-05 00:30:00,6900.109236382397,6183.981856898302,7645.4768156759355
2018-01-05 01:00:00,6682.816529878547,5966.107957272134,7444.049312783215
2018-01-05 01:30:00,6477.06363591668,5757.120759698361,7201.584827832198
2018-01-05 02:00:00,6298.058285172747,5557.149875409193,7097.80929308021
2018-01-05 02:30:00,6161.915956453035,5432.460847796465,6955.635868519089
2018-01-05 03:00:00,6083.275956998475,5359.855942867609,6822.604926939791
2018-01-05 03:30:00,6072.965622640608,5344.139000445941,6781.408459910397
2018-01-05 04:00:00,6136.139527269736,5373.720697630649,6880.08605494196
2018-01-05 04:30:00,6271.238376783006,5560.296747489082,7024.802528559205
2018-01-05 05:00:00,6469.961948174785,5734.713372232954,7216.130052826309
2018-01-05 05:30:00,6718.263489088031,6029.516952723694,7470.273948760023
2018-01-05 06:00:00,6998.188175948438,6234.172807238894,7717.938015471189
2018-01-05 06:30:00,7290.232824081148,6562.248276085302,8029.525530511441
2018-01-05 07:00:00,7575.82565964481,6843.86330894354,8280.51665950447
2018-01-05 07:30:00,7839.525823131913,7136.610763840556,8597.441205299514
2018-01-05 08:00:00,8070.617234814386,7348.965751124041,8806.178397708334
2018-01-05 08:30:00,8263.900146783246,7555.345654579037,9015.149021761716
2018-01-05 09:00:00,8419.636076480143,7719.309677272544,9191.342526543916
2018-01-05 09:30:00,8542.745537144796,7827.798639001943,9316.435300452871
2018-01-05 10:00:00,8641.465917967338,7906.626294402726,9368.158194250404
2018-01-05 10:30:00,8725.732708459236,8009.887149985806,9539.826986849019
2018-01-05 11:00:00,8805.548061580137,8038.015837621568,9569.35890629625
2018-01-05 11:30:00,8889.555948372164,8136.9656922969725,9616.587877397431
2018-01-05 12:00:00,8983.970886440511,8301.849681305768,9773.34703967627
2018-01-05 12:30:00,9091.928297917653,8336.013347113052,9800.37389810277
2018-01-05 13:00:00,9213.25695215152,8441.592455812639,9926.678059188918
2018-01-05 13:30:00,9344.62847869686,8637.706436106066,10069.049985023665
2018-01-05 14:00:00,9480.01745952862,8791.201293198083,10215.518712328896
2018-01-05 14:30:00,9611.4021167287,8850.206067768317,10354.721398823849
2018-01-05 15:00:00,9729.639592384294,8985.694083468588,10470.061079408588
2018-01-05 15:30:00,9825.450755945572,9053.545465621468,10582.530342627522
2018-01-05 16:00:00,9890.441034307487,9149.001853904809,10610.433925278683
2018-01-05 16:30:00,9918.066317211542,9179.277921056062,10649.816725808943
2018-01-05 17:00:00,9904.433710467942,9103.221448154549,10618.932668033643
2018-01-05 17:30:00,9848.817355547017,9065.145962199225,10562.075755767204
2018-01-05 18:00:00,9753.781492398826,8999.362595563065,10520.122863478926
2018-01-05 18:30:00,9624.843774896643,8908.860505550458,10364.291778025683
2018-01-05 19:00:00,9469.680851065872,8768.913872447909,10228.543861576125
2018-01-05 19:30:00,9296.965204107979,8597.605819271947,10069.173791544128
2018-01-05 20:00:00,9115.008996418946,8406.930610879053,9827.501002963065
2018-01-05 20:30:00,8930.45503726628,8222.49682978231,9686.724263159642
2018-01-05 21:00:00,8747.276756944928,8052.2073064660135,9514.37020588498
2018-01-05 21:30:00,8566.31580343855,7830.865331764782,9307.059836749258
2018-01-05 22:00:00,8385.497411292388,7645.680079671524,9177.258990576114
2018-01-05 22:30:00,8200.733620905292,7407.378444000414,8937.188003055026
2018-01-05 23:00:00,8007.378125391358,7302.562794908981,8702.105351435419
2018-01-05 23:30:00,7801.965887407231,7046.712727149951,8580.151534835079
2018-01-06 00:00:00,7583.886787562499,6850.514889046012,8362.39478527057
2018-01-06 00:30:00,7356.628065105236,6598.42698700254,8144.626609556498
2018-01-06 01:00:00,7128.283404903606,6362.481382713202,7875.697919749906
2018-01-06 01:30:00,6911.157998676334,6173.665644596151,7657.864149804802
2018-01-06 02:00:00,6720.473804213873,5946.878223151089,7430.4051443495
2018-01-06 02:30:00,6572.361508718255,5872.834627834124,7315.864690560646
2018-01-06 03:00:00,6481.47660422007,5728.734304946186,7239.953322388295
2018-01-06 03:30:00,6458.663579838756,5735.338655797606,7195.795933878269
2018-01-06 04:00:00,6509.0951199358,5792.526843593302,7251.970858438396
2018-01-06 04:30:00,6631.230983573274,5877.69390729083,7383.040336633843
2018-01-06 05:00:00,6816.790925687545,6116.686640749448,7576.278317099976
2018-01-06 05:30:00,7051.749075570589,6314.1803591444805,7862.21802375673
2018-01-06 06:00:00,7318.172370678798,6569.829603743059,8081.4349331421
2018-01-06 06:30:00,7596.580238713648,6891.130890700469,8291.25515496493
2018-01-06 07:00:00,7868.424338903138,7118.811018905474,8562.725827618757
2018-01-06 07:30:00,8118.288031209574,7372.292161958807,8829.957564007242
2018-01-06 08:00:00,8335.480204207024,7611.88935184744,9032.771462330305
2018-01-06 08:30:00,8514.826786875079,7767.049233440426,9293.995415374322
2018-01-06 09:00:00,8656.61563854763,7940.015653927736,9460.323413878736
2018-01-06 09:30:00,8765.794232671966,7991.248437024071,9523.4915834058
2018-01-06 10:00:00,8850.627487825763,8075.563207576874,9584.268951316815
2018-01-06 10:30:00,8921.078939796498,8174.122081269925,9651.060408953283
2018-01-06 11:00:00,8987.179249935616,8293.789628094532,9719.955971522852
2018-01-06 11:30:00,9057.60130244546,8390.285988875421,9783.895416260606
2018-01-06 12:00:00,9138.588873113915,8446.341823763141,9867.998342714161
2018-01-06 12:30:00,9233.306925242276,8527.160643918369,10003.17175389148
2018-01-06 13:00:00,9341.613988199559,8601.247271822824,10037.443804562192
2018-01-06 13:30:00,9460.21160431894,8720.845643509929,10249.916859444898
2018-01-06 14:00:00,9583.104353231865,8811.85946470593,10304.468337968414
2018-01-06 14:30:00,9702.300470011283,8988.733365946438,10473.896502447713
2018-01-06 15:00:00,9808.687054111113,9062.747890039102,10590.670295112799
2018-01-06 15:30:00,9893.014804552264,9198.563268347656,10657.925039047657
2018-01-06 16:00:00,9946.918776703735,9170.941832842896,10641.256676574252
2018-01-06 16:30:00,9963.884213566733,9215.64869022971,10701.15642493473
2018-01-06 17:00:00,9940.047224181222,9268.493935610002,10693.134925309781
2018-01-06 17:30:00,9874.710527986987,9085.860835783125,10626.505080611474
2018-01-06 18:00:00,9770.466442151972,8984.047406208441,10513.261732854544
2018-01-06 18:30:00,9632.860121501823,8950.248091986019,10403.560231813603
2018-01-06 19:00:00,9469.595063372286,8768.801042149398,10178.156596446786
2018-01-06 19:30:00,9289.369873819456,8550.420565198525,10074.579428575871
2018-01-06 20:00:00,9100.522037231247,8360.843503810303,9875.150979702808
2018-01-06 20:30:00,8909.718810603303,8169.681745009604,9634.978481317423
2018-01-06 21:00:00,8720.957125318291,8010.755309749774,9475.15074022321
2018-01-06 21:30:00,8535.101112695971,7819.2370739561,9276.855328508711
2018-01-06 22:00:00,8350.097403230437,7591.903228081307,9064.451333850151
2018-01-06 22:30:00,8161.878278056464,7419.225991876416,8925.380193266314
2018-01-06 23:00:00,7965.816449829699,7224.890870778143,8662.621722355509
2018-01-06 23:30:00,7758.464584568718,6987.236900208962,8418.930213858463
2018-01-07 00:00:00,7539.228980036797,6762.431823324453,8241.462247064692
2018-01-07 00:30:00,7311.611859961223,6571.658377889075,8100.679191817165
2018-01-07 01:00:00,7083.720429960368,6388.726455145645,7859.13480059481
2018-01-07 01:30:00,6867.871887688332,6128.838068892188,7564.207938565198
2018-01-07 02:00:00,6679.298631561696,5952.1206951236145,7403.971781659938
2018-01-07 02:30:00,6534.140177283993,5751.28370596691,7282.727153560462
2018-01-07 03:00:00,6447.059189870704,5705.524449848965,7163.303062458739
2018-01-07 03:30:00,6428.905635831523,5750.3997552672845,7198.714090967029
2018-01-07 04:00:00,6484.855945269131,5752.82160015608,7239.571458194861
2018-01-07 04:30:00,6613.3718590109365,5853.478011149608,7282.297442707745
2018-01-07 05:00:00,6806.173321583566,6063.5589607244365,7552.847896499693
2018-01-07 05:30:00,7049.232835489404,6288.4255558959185,7768.69405719654
2018-01-07 06:00:00,7324.613874995087,6551.849462417942,8002.443877551258
2018-01-07 06:30:00,7612.830552927335,6860.220886415546,8362.90010742806
2018-01-07 07:00:00,7895.327350511036,7173.880130066394,8683.050261643131
2018-01-07 07:30:00,8156.678579884732,7442.362419932536,8873.790658852948
2018-01-07 08:00:00,8386.182210130162,7676.281062818751,9139.070727219594
2018-01-07 08:30:00,8578.651381231515,7869.702924650452,9296.816543025132
2018-01-07 09:00:00,8734.359301163155,8036.605942176389,9428.310307025633
2018-01-07 09:30:00,8858.23694158294,8066.034567799377,9648.839513491619
2018-01-07 10:00:00,8958.53088500878,8294.968991111537,9746.747412993485
2018-01-07 10:30:00,9045.184518145392,8240.706446239768,9767.007665007173
2018-01-07 11:00:00,9128.20656587283,8397.864377510072,9843.690016611521
2018-01-07 11:30:00,9216.246218862581,8463.020661011024,9964.6857030256
2018-01-07 12:00:00,9315.521837268376,8550.55530523079,10090.93828323921
2018-01-07 12:30:00,9429.171286041179,8713.07724402004,10208.875290429909
2018-01-07 13:00:00,9557.024357338762,8827.672259911262,10279.221161504598
2018-01-07 13:30:00,9695.752265741445,8964.720298388957,10421.62111235642
2018-01-07 14:00:00,9839.327725065144,9103.230364012777,10518.792381988467
2018-01-07 14:30:00,9979.725623142633,9244.810460750015,10718.241109747987
2018-01-07 15:00:00,10107.798291687688,9384.1269264838,10798.22491052372
2018-01-07 15:30:00,10214.260305948206,9475.011940644346,10978.147023786527
2018-01-07 16:00:00,10290.709310111553,9553.786239459525,11044.778975850477
2018-01-07 16:30:00,10330.591920619123,9613.295871843313,11141.391394333725
2018-01-07 17:00:00,10330.004480124602,9631.739346846276,11043.996221693245
2018-01-07 17:30:00,10288.208880738259,9552.917919332898,11069.89663799354
2018-01-07 18:00:00,10207.75563330251,9483.474137564286,11014.44166837
2018-01-07 18:30:00,10094.147192279597,9375.434613078987,10763.711973309926
2018-01-07 19:00:00,9955.04354814708,9207.918351514598,10762.274286866768
2018-01-07 19:30:00,9799.09908372116,9085.061529686247,10567.170361473754
2018-01-07 20:00:00,9634.60643625859,8921.25898072647,10364.752692867742
2018-01-07 20:30:00,9468.187486170485,8716.189967462658,10183.236894279615
2018-01-07 21:00:00,9303.793355093609,8511.76655213831,10065.161296548891
2018-01-07 21:30:00,9142.242029405339,8404.47629492053,9918.417616194205
2018-01-07 22:00:00,8981.433758720275,8209.084496387217,9678.742007026427
2018-01-07 22:30:00,8817.254307713765,8088.478993702558,9543.164218558022
2018-01-07 23:00:00,8645.029838291284,7890.063631086129,9369.761248421642
2018-01-07 23:30:00,8452.099138889327,7748.418536819504,9219.184894300326
2018-01-08 00:00:00,8246.989588126591,7533.13723873326,8981.824639966635
2018-01-08 00:30:00,8033.157368261404,7307.954367930097,8772.60859767069
2018-01-08 01:00:00,7818.664017554567,7050.0340507886485,8518.816059993009
2018-01-08 01:30:00,7615.781542128952,6884.705620995996,8439.905155201497
2018-01-08 02:00:00,7439.697725683656,6739.047573563647,8169.049545264155
2018-01-08 02:30:00,7306.508146076504,6584.551924478563,8080.240991737153
2018-01-08 03:00:00,7230.832306130501,6515.4370166933395,7966.326013819654
2018-01-08 03:30:00,7223.477883328121,6549.716516527599,7954.5406744814245
2018-01-08 04:00:00,7289.579987472847,6525.487279527709,7997.431086326177
2018-01-08 04:30:00,7427.560101581121,6656.521031488042,8147.748136104022
2018-01-08 05:00:00,7629.099066388935,6903.472149991499,8386.418877733116
2018-01-08 05:30:00,7880.13152374084,7160.716294961132,8613.470001093927
2018-01-08 06:00:00,8162.684416723199,7392.377746480943,8922.49940118835
2018-01-08 06:30:00,8457.236740088283,7640.035752648506,9147.461991565586
2018-01-08 07:00:00,8745.199350473578,8016.032039082895,9498.274982488774
2018-01-08 07:30:00,9011.114506066002,8275.138618029501,9792.011554530633
2018-01-08 08:00:00,9244.24976619982,8463.50908219255,9979.605333532752
2018-01-08 08:30:00,9439.389575247405,8686.970533746322,10118.609865957027
2018-01-08 09:00:00,9596.780225710072,8867.49935091888,10325.11858983758
2018-01-08 09:30:00,9721.327615878494,8979.356696755643,10488.299708665227
2018-01-08 10:00:00,9821.255154782722,9093.707136153938,10610.563199242079
2018-01-08 10:30:00,9906.4850088097,9117.522619571551,10642.48191297682
2018-01-08 11:00:00,9987.006684656997,9218.536750332087,10735.410346643825
2018-01-08 11:30:00,10071.452201182408,9372.587116664434,10766.663058253152
2018-01-08 12:00:00,10166.024832537363,9409.170078240748,10936.95750499704
2018-01-08 12:30:00,10273.849478201746,9555.099501797773,11059.244503693944
2018-01-08 13:00:00,10394.745115158614,9666.841091361028,11144.04118236025
2018-01-08 13:30:00,10525.374317702779,9820.248496476956,11334.89667738943
2018-01-08 14:00:00,10659.703354034178,9916.030819101825,11367.210978243225
2018-01-08 14:30:00,10789.702875591895,10049.989759507273,11539.286294027192
2018-01-08 15:00:00,10906.223196186307,10217.359636926605,11641.956341440042
2018-01-08 15:30:00,10999.979096014282,10253.909098393766,11680.229588923767
2018-01-08 16:00:00,11062.570646034625,10283.545141288487,11854.960562579286
2018-01-08 16:30:00,11087.449105171276,10323.386194888548,11830.168110233695
2018-01-08 17:00:00,11070.717663049043,10360.73523645274,11788.057654743021
2018-01-08 17:30:00,11011.647246789187,10264.267702595866,11775.6736965737
2018-01-08 18:00:00,10912.799568923921,10180.703170991488,11606.089063498817
2018-01-08 18:30:00,10779.690425715815,10059.953992760376,11484.895346783758
2018-01-08 19:00:00,10619.995258278366,9885.49258190352,11368.957254676983
2018-01-08 19:30:00,10442.385972632463,9667.67507573532,11124.914940717985
